Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Study_Efficiency,Wellness,Study_Intensity,Attendance_Study_Balance,Score_Consistency,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_Low,Access_to_Resources_Medium,Extracurricular_Activities_Yes,Motivation_Level_Low,Motivation_Level_Medium,Internet_Access_Yes,Family_Income_Low,Family_Income_Medium,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Public,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_Yes,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Male,Risk_Factor,Motivation_Adjusted_Study,Exam_Score
22,95,9,88,0,2,1936,18,2.2,2090,66,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,0,72
22,79,9,94,1,3,2068,27,2.2,1738,72,False,True,False,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,22,68
25,82,6,86,3,3,2150,18,3.5714285714285716,2050,61,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,25,69
20,97,7,76,2,3,1520,21,2.5,1940,56,False,True,False,True,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False,True,True,False,0,71
29,96,9,55,0,2,1595,18,2.9,2784,26,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,0,70
18,78,9,91,2,4,1638,36,1.8,1404,73,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,36,67
36,71,6,56,2,2,2016,12,5.142857142857143,2556,20,False,True,False,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,False,False,True,False,36,69
24,76,8,69,2,1,1656,8,2.6666666666666665,1824,45,True,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,True,False,True,False,True,True,0,65
15,76,8,53,1,4,795,32,1.6666666666666667,1140,38,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,True,False,15,65
14,71,8,85,2,4,1190,32,1.5555555555555556,994,71,False,True,False,True,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,0,64
23,71,9,75,1,2,1725,18,2.3,1633,52,True,False,True,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,True,0,63
19,94,5,95,3,2,1805,10,3.1666666666666665,1786,76,True,False,False,True,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,19,69
24,63,6,57,1,5,1368,30,3.4285714285714284,1512,33,False,True,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,24,64
23,87,8,91,0,3,2093,24,2.5555555555555554,2001,68,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,46,72
20,67,7,76,0,4,1520,28,2.5,1340,56,True,False,False,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,False,True,True,True,20,63
15,74,4,68,3,3,1020,12,3.0,1110,53,True,False,False,False,True,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,0,64
11,62,5,82,3,4,902,20,1.8333333333333333,682,71,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,11,64
17,71,8,90,5,1,1530,8,1.8888888888888888,1207,73,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,17,67
25,91,8,72,2,0,1800,0,2.7777777777777777,2275,47,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,0,71
21,95,5,62,1,4,1302,20,3.5,1995,41,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,42,70
13,69,9,96,0,4,1248,36,1.3,897,83,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,0,61
21,79,7,66,2,4,1386,28,2.625,1659,45,False,True,False,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,0,67
22,79,5,100,4,3,2200,15,3.6666666666666665,1738,78,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,22,72
15,95,6,88,1,5,1320,30,2.142857142857143,1425,73,True,False,True,False,True,True,False,True,True,False,False,True,True,False,False,False,True,False,False,True,True,True,0,66
21,91,5,84,1,2,1764,10,3.5,1911,63,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,21,70
20,81,6,51,3,4,1020,24,2.857142857142857,1620,31,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,True,True,False,False,True,True,True,40,67
13,87,4,72,2,3,936,12,2.6,1131,59,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,13,67
22,94,7,75,2,2,1650,14,2.75,2068,53,True,False,False,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,True,44,71
23,60,8,69,1,4,1587,32,2.5555555555555554,1380,46,False,False,False,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,23,66
26,76,5,57,1,4,1482,20,4.333333333333333,1976,31,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,26,68
26,96,7,68,3,3,1768,21,3.25,2496,42,False,True,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,26,74
12,90,6,54,1,3,648,18,1.7142857142857142,1080,42,False,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,True,False,False,True,True,True,12,64
14,82,8,65,1,3,910,24,1.5555555555555556,1148,51,False,True,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,14,65
23,81,4,54,1,3,1242,12,4.6,1863,31,True,False,False,True,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,True,True,23,66
23,74,8,88,0,3,2024,24,2.5555555555555554,1702,65,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,True,True,0,66
23,81,4,84,2,5,1932,20,4.6,1863,61,False,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,True,True,True,23,68
43,86,7,97,2,1,4171,7,5.375,3698,54,False,False,False,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,43,78
23,77,6,69,1,2,1587,12,3.2857142857142856,1771,46,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,0,67
27,89,6,89,3,3,2403,18,3.857142857142857,2403,62,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,27,74
26,94,5,79,1,2,2054,10,4.333333333333333,2444,53,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,52,74
24,66,9,82,1,2,1968,18,2.4,1584,58,False,True,True,False,False,True,False,True,False,True,False,True,True,True,False,True,True,False,False,True,False,True,0,62
18,78,5,77,2,4,1386,20,3.0,1404,59,False,False,False,True,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False,False,True,False,18,66
25,76,5,89,3,3,2225,15,4.166666666666667,1900,64,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,50,69
15,87,10,52,2,3,780,30,1.3636363636363635,1305,37,False,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,15,68
19,70,7,54,0,2,1026,14,2.375,1330,35,False,True,True,False,False,False,False,True,False,True,False,True,True,False,True,True,True,False,True,False,True,True,38,89
17,86,5,55,2,4,935,20,2.8333333333333335,1462,38,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,0,66
20,95,7,64,2,3,1280,21,2.5,1900,44,True,False,False,True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,0,68
34,77,7,80,0,3,2720,21,4.25,2618,46,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,True,0,69
9,96,4,82,0,4,738,16,1.8,864,73,False,True,False,True,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,False,18,67
24,100,6,86,2,5,2064,30,3.4285714285714284,2400,62,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,0,75
10,64,7,64,0,4,640,28,1.25,640,54,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,True,False,True,False,False,True,20,60
17,69,9,83,2,4,1411,36,1.7,1173,66,False,False,False,True,True,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,17,66
27,98,7,56,1,3,1512,21,3.375,2646,29,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,0,73
20,98,7,50,1,2,1000,14,2.5,1960,30,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,0,68
14,64,6,85,0,3,1190,18,2.0,896,71,False,True,False,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,False,True,True,False,14,62
16,61,9,86,2,2,1376,18,1.6,976,70,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,0,62
24,66,8,81,1,4,1944,32,2.6666666666666665,1584,57,False,False,True,False,True,False,False,True,False,True,False,True,True,True,False,False,True,False,False,False,True,True,48,65
16,100,8,63,2,3,1008,24,1.7777777777777777,1600,47,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,True,True,32,69
21,67,7,96,3,2,2016,14,2.625,1407,75,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False,0,64
20,80,5,94,0,4,1880,20,3.3333333333333335,1600,74,False,True,False,False,False,False,True,True,True,False,True,False,False,False,True,True,False,True,True,False,False,True,20,67
16,94,9,76,0,2,1216,18,1.6,1504,60,False,False,False,False,True,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,16,70
33,61,7,99,2,3,3267,21,4.125,2013,66,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,66,70
24,84,7,65,3,3,1560,21,3.0,2016,41,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,0,69
8,71,8,75,0,3,600,24,0.8888888888888888,568,67,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,True,8,61
21,94,7,96,0,2,2016,14,2.625,1974,75,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,True,0,69
16,71,5,73,1,0,1168,0,2.6666666666666665,1136,57,False,False,False,True,True,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,16,63
25,87,7,74,0,4,1850,28,3.125,2175,49,False,True,True,False,True,True,False,True,False,True,False,False,True,True,False,True,True,False,False,True,True,True,0,67
15,87,4,54,1,6,810,24,3.0,1305,39,True,False,False,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,True,True,15,65
19,69,7,61,3,4,1159,28,2.375,1311,42,False,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,38,66
23,61,9,58,4,2,1334,18,2.3,1403,35,True,False,False,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,False,True,True,True,23,63
25,76,4,78,2,3,1950,12,5.0,1900,53,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,25,68
13,72,7,66,0,4,858,28,1.625,936,53,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,True,False,True,True,False,13,65
18,92,8,54,1,3,972,24,2.0,1656,36,True,False,False,True,True,False,True,True,False,True,False,True,True,False,True,False,True,False,False,True,True,True,18,67
17,92,8,75,2,3,1275,24,1.8888888888888888,1564,58,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,17,68
16,78,6,83,0,3,1328,18,2.2857142857142856,1248,67,False,True,False,False,False,False,True,True,True,False,True,False,True,True,False,True,False,False,False,True,True,True,16,64
31,84,5,87,0,3,2697,15,5.166666666666667,2604,56,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,62,71
22,84,6,92,0,5,2024,30,3.142857142857143,1848,70,False,True,False,True,True,True,False,True,False,True,False,True,True,True,False,False,True,False,False,True,False,False,0,69
12,93,9,74,1,3,888,27,1.2,1116,62,False,True,False,True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,True,False,0,67
26,77,4,70,2,3,1820,12,5.2,2002,44,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,True,0,65
33,71,5,84,1,2,2772,10,5.5,2343,51,True,False,False,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,True,True,True,33,68
26,71,6,51,1,3,1326,18,3.7142857142857144,1846,25,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,0,67
11,81,6,82,3,4,902,24,1.5714285714285714,891,71,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,22,67
17,78,7,70,2,3,1190,21,2.125,1326,53,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,17,66
28,78,9,73,2,4,2044,36,2.8,2184,45,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,56,70
16,64,5,65,3,4,1040,20,2.6666666666666665,1024,49,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,16,65
23,89,7,56,4,4,1288,28,2.875,2047,33,True,False,True,False,True,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,True,0,69
25,69,7,70,1,4,1750,28,3.125,1725,45,False,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0,65
